Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation,Slope__deg,Wetness_in,MRVBF,Lithology,Drilled_De,Salinity
GW020352,4/04/1979,5.39,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,4/02/1977,4.6,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,4/01/1979,5.1,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,8/07/1980,6.17,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,2/12/1980,6.2,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,6/08/1979,5.6,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,1/12/1978,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,1/11/1982,5.72,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,1/09/1982,6.65,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,1/06/1979,5.55,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,1/05/1979,5.46,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,14/08/1975,4.68,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,14/04/1980,6.1,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,3/12/1979,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,12/07/1978,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,14/03/1978,6.07,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,13/08/1981,5.44,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,13/05/1974,8.2,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,13/04/1978,6.15,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,5/05/1978,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,13/01/1981,6.25,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,8/08/1974,6.95,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,12/04/1983,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,12/03/1974,8.88,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,11/11/1980,6.39,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,11/07/1974,7.65,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,10/08/1978,6.15,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,9/06/1975,4.7,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,9/05/1985,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,9/04/1975,4.55,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,11/08/1983,5.21,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,13/02/1975,4.35,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,9/01/1984,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020352,8/11/1978,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,0,NA
GW020775,15/01/1999,8.03,599834,148.0909,-34.7665,6152308,285,0.990438,6.7207298,3,1,18.3,NA
GW020775,1/11/1987,10.1,599834,148.0909,-34.7665,6152308,285,0.990438,6.7207298,3,1,18.3,NA
GW021206,1/11/1987,9.85,589552,147.9768,-34.6123,6169512,404,0.555647,8.4369202,2,8,41.6,NA
GW021206,15/01/1999,10.69,589552,147.9768,-34.6123,6169512,404,0.555647,8.4369202,2,8,41.6,NA
GW021206,15/10/1996,9.1,589552,147.9768,-34.6123,6169512,404,0.555647,8.4369202,2,8,41.6,NA
GW022280,19/04/1998,3.02,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/05/1992,1.5,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/05/1997,2.16,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/06/1992,1.3,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/08/1992,0.84,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/09/1968,10.37,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/11/1997,2.01,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,20/04/1996,1.98,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,20/06/1993,1.52,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,19/02/1968,10.88,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,22/04/1997,2.21,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/03/1998,2.87,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,22/04/1992,1.63,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,24/03/1998,2.92,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,14/09/1997,1.63,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,15/01/1971,10.06,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,15/01/1999,1.6,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,15/06/1998,3.07,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,15/07/1992,1.45,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/08/1997,1.8,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/02/1997,1.85,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,18/05/1995,2.46,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/06/1997,2.13,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,22/07/1997,2.03,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/11/1996,0.94,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/12/1993,0.79,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,17/03/1994,1.4,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,17/06/1994,1.37,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,16/01/1998,2.51,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,26/11/1998,1.24,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,14/09/1996,0.53,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,17/12/1996,1.22,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,31/03/1998,2.95,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,30/01/1995,2.11,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,29/12/1996,1.24,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,29/10/1994,1.5,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,28/12/1998,1.68,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,28/12/1994,2.13,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,28/05/1994,1.47,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,28/04/1996,2.03,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,28/02/1997,1.93,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,28/01/1997,1.63,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,24/03/1996,1.85,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,27/06/1997,2.06,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,22/12/1997,2.36,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,26/06/1998,2.92,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,26/02/1996,1.6,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,25/02/1998,2.74,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,25/01/1998,2.57,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,24/09/1994,1.27,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,24/09/1993,0.43,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,24/07/1998,2.41,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,24/03/1997,2.06,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,23/12/1994,2.03,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,23/08/1995,1.22,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,23/04/1994,1.5,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,23/02/1995,2.41,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,27/09/1997,1.57,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,4/05/1997,2.18,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,8/03/1996,1.7,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,8/03/1994,1.42,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,8/01/1973,11.28,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,7/11/1995,1.22,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,7/04/1997,2.13,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,6/12/1995,0.84,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,6/09/1994,1.22,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,6/08/1998,1.91,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,6/07/1998,2.84,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,6/03/1995,2.51,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,5/07/1995,1.96,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,5/06/1993,1.63,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,8/03/1997,1.98,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,4/06/1997,2.16,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,1/10/1993,0.48,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,4/04/1998,3,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,4/03/1993,1.45,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,3/08/1993,0.56,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,3/06/1992,1.37,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,3/03/1998,2.79,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,2/11/1997,1.8,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,2/10/1994,1.22,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,2/05/1998,3.05,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,2/02/1998,2.62,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,1/11/1987,1.5,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,1/09/1997,1.8,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,18/12/1997,2.31,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,14/05/1997,2.21,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,4/08/1997,1.96,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,13/01/1996,0.84,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/04/1995,2.79,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/06/1995,2.11,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/07/1996,1.52,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/10/1997,1.6,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/10/1998,0.74,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/01/1998,2.49,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/12/1997,2.26,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,14/01/1995,2.21,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,13/03/1995,2.62,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,13/07/1995,1.8,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,13/09/1998,0.71,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,8/07/1997,2.03,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,14/02/1995,2.31,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,1/09/1993,0.64,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,12/11/1994,1.57,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/10/1993,0.33,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/02/1998,2.67,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/01/1997,1.45,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/04/1996,1.93,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,8/09/1995,1.24,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/06/1998,3.07,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/11/1996,0.79,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,10/05/1996,1.98,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,10/10/1995,1.3,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,11/01/1999,1.8,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,11/08/1996,0.56,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,11/05/1995,2.74,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,1/06/1998,3.05,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022280,9/05/1993,1.75,602497,148.1184,-34.6476,6165465,393,2.9962399,6.1106601,3,3,0,NA
GW022543,8/07/1998,1,599743,148.0873,-34.5659,6174553,429,1.95289,5.7581301,2,3,0,NA
GW022544,8/07/1998,2.8,596983,148.0573,-34.5726,6173843,389,1.07498,6.70681,3,7,0,NA
GW022545,8/07/1998,2.9,597707,148.0651,-34.5637,6174821,424,5.8197799,5.4327998,1,7,0,NA
GW023305,1/10/1994,3.4,583581,147.9123,-34.6743,6162698,418,4.0531101,5.0963202,0,9,22.9,NA
GW023305,23/06/1994,2.8,583581,147.9123,-34.6743,6162698,418,4.0531101,5.0963202,0,9,22.9,NA
GW023305,16/07/1994,2.85,583581,147.9123,-34.6743,6162698,418,4.0531101,5.0963202,0,9,22.9,NA
GW023305,8/04/1994,3.01,583581,147.9123,-34.6743,6162698,418,4.0531101,5.0963202,0,9,22.9,NA
GW023305,10/05/1994,2.92,583581,147.9123,-34.6743,6162698,418,4.0531101,5.0963202,0,9,22.9,NA
GW023562,15/10/1996,0,585502,147.9329,-34.6379,6166717,418,0.998069,6.9038401,0,9,30.5,NA
GW024025,23/06/1994,3.22,587857,147.9595,-34.7223,6157329,369,2.6712,6.1407599,3,17,4.3,NA
GW024025,7/04/1994,3.3,587857,147.9595,-34.7223,6157329,369,2.6712,6.1407599,3,17,4.3,NA
GW024025,10/05/1994,3.2,587857,147.9595,-34.7223,6157329,369,2.6712,6.1407599,3,17,4.3,NA
GW024025,1/10/1994,3.65,587857,147.9595,-34.7223,6157329,369,2.6712,6.1407599,3,17,4.3,NA
GW024097,15/10/1996,2.8,589080,147.9723,-34.6721,6162893,417,4.8986301,5.5131302,2,9,22.9,NA
GW025269,15/01/1999,2.35,592388,148.0118,-34.9459,6132484,485,2.9730799,5.2690101,2,9,44.2,NA
GW025269,1/11/1987,6.8,592388,148.0118,-34.9459,6132484,485,2.9730799,5.2690101,2,9,44.2,NA
GW025453,15/01/1999,6.82,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,28/10/2003,10.02,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,23/10/2001,7.3,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,20/04/2004,0,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,20/03/2002,8.46,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,15/04/2003,10.28,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,3/04/2001,7.5,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,1/11/1987,5.3,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025453,16/10/2002,9.08,599651,148.0912,-34.9393,6133147,340,3.5102301,6.17449,3,1,78,NA
GW025481,15/04/2003,6.86,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,28/10/2003,6.6,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,24/10/2006,7.72,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,23/10/2001,5.83,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,20/10/2004,7.08,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,20/04/2004,7.4,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,20/03/2002,6.37,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,1/11/1987,5.3,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,16/10/2002,6.3,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,15/01/1999,4.73,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,12/04/2005,7.7,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,11/04/2006,7.2,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,3/04/2001,5.7,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025481,18/10/2005,6.57,600394,148.0976,-34.8073,6147773,288,4.7410202,4.8738999,1,16,42.7,NA
GW025532,1/11/1987,0,585246,147.9301,-34.6387,6166626,415,0.87029,7.64078,3,9,30.5,NA
GW025532,15/10/1996,0,585246,147.9301,-34.6387,6166626,415,0.87029,7.64078,3,9,30.5,NA
GW025532,15/01/1999,0,585246,147.9301,-34.6387,6166626,415,0.87029,7.64078,3,9,30.5,NA
GW025708,20/10/2004,2.37,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,11/04/2006,3,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,14/10/1997,0.9,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,15/04/2003,2.2,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,16/07/1994,0.75,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,17/10/2002,1.58,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,18/10/2005,2.57,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,10/05/1994,0.4,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,20/04/2004,2.52,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,12/04/2005,2.84,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,23/06/1994,0.55,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,23/10/2001,1.02,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,24/10/2006,3.57,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,28/10/2003,1.98,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,1/01/1997,0.4,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,20/03/2002,1.21,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,3/06/1997,0.6,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,1/02/1997,0.5,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,1/10/1994,1,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,1/11/1987,0.7,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,15/02/1991,0.7,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,3/05/1997,0.95,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,9/09/1997,0.98,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,5/07/1997,0.95,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,5/08/1997,1.05,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,6/03/1997,0.77,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,6/11/1997,0.98,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,6/12/1995,0.57,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,7/04/1994,0.8,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,8/04/1997,0.9,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,8/12/1997,1.15,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025708,3/04/2001,0.75,583140,147.9076,-34.6826,6161778,396,1.8595999,6.0271702,3,17,22.9,NA
GW025931,1/11/1987,4.27,592782,148.0123,-34.639,6166523,339,2.5866399,5.85604,2,10,41.2,NA
GW025931,3/04/2001,0,592782,148.0123,-34.639,6166523,339,2.5866399,5.85604,2,10,41.2,NA
GW025931,15/01/1999,3.84,592782,148.0123,-34.639,6166523,339,2.5866399,5.85604,2,10,41.2,NA
GW028898,15/10/1996,2.35,588761,147.9687,-34.6612,6164098,394,3.0494699,6.2692499,3,9,30.5,NA
GW029377,20/03/2002,4.02,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,15/04/2003,5.4,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,28/10/2003,5.45,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,24/10/2006,8.38,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,23/10/2001,3.1,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,20/10/2004,8.2,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,20/04/2004,6.17,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
GW029377,16/10/2002,4.35,598932,148.0804,-34.7126,6158295,314,0.938282,7.0129399,3,1,43.9,NA
